V4	Cdk9as_3MBPP1_18Cr1_pr_counts	Cdk9as_3MBPP1_18Cr1gb_counts	Cdk9as_3MBPP1_18Cr1term_counts	Cdk9as_3MBPP1_18Cr1pr_map	Cdk9as_3MBPP1_18Cr1gb_map	Cdk9as_3MBPP1_18Cr1term_map	Cdk9as_3MBPP1_18Cr1pr_density	Cdk9as_3MBPP1_18Cr1pr_densityRPKM	Cdk9as_3MBPP1_18Cr1gb_density	Cdk9as_3MBPP1_18Cr1gb_densityRPKM	Cdk9as_3MBPP1_18Cr1pause_index_CI_low	Cdk9as_3MBPP1_18Cr1pause_index_CI_high	Cdk9as_3MBPP1_18Cr1pause_index_scaled	Cdk9as_3MBPP1_18Cr1pause_index_CI_low_scaled	Cdk9as_3MBPP1_18Cr1pause_index_CI_high_scaled	Cdk9as_3MBPP1_18Cr1_ExpPR	Cdk9as_3MBPP1_18Cr1_ExpGB	Cdk9as_3MBPP1_18Cr1Fexact_Pval
SPAC10F6.15	0	6	1	100	1234	300	0	0	0.00486223662884927	1.47105224699685	0.0157393406208896	0.93492067967121	0	0.194223463261777	11.5369211871427	0	100	1
SPAC10F6.16	25	799	46	100	1061	300	0.25	75.6366030330883	0.75306314797361	227.836553528511	0.0205550507612828	0.0472507246837847	0.3319774718398	0.218089088577211	0.501330188894956	53	72	1
SPAC10F6.17c	5	288	1	100	1801	300	0.05	15.1273206066177	0.159911160466408	48.3805478590326	0.0063391710802531	0.0434564656215534	0.312673611111111	0.114168471155358	0.782650945844178	14	91	1
SPAC110.01	2	1761	79	100	5792	300	0.02	6.05092824264706	0.304040055248619	91.986227859992	0.000196556319551844	0.00458545840088877	0.0657808063600227	0.0113845420284428	0.265589750579478	23	79	1
SPAC110.02	14	260	255	100	3853	300	0.14	42.3564976985294	0.0674798858032702	20.4157973408803	0.0301855223316919	0.0942608055158216	2.07469230769231	1.16304817544009	3.63186883652461	7	107	1
SPAC110.03	34	657	16	100	1448	300	0.34	102.865780125	0.453729281767956	137.274166278285	0.0360687259660801	0.0738830801727062	0.749345509893455	0.52227515198884	1.06982700090079	41	93	1
SPAC110.04c	40	936	10	100	2755	300	0.4	121.018564852941	0.339745916515427	102.78890807836	0.0307187826520821	0.0592205041378138	1.17735042735043	0.846302462064861	1.63152488899677	35	105	1
SPAC110.05	2	102	153	100	1707	300	0.02	6.05092824264706	0.0597539543057996	18.0783444859403	0.00334908445565235	0.0805043736911435	0.334705882352941	0.0571688716579857	1.37420965890782	5	97	1
SPAC1142.01	69	336	4	100	1904	300	0.69	208.757024371324	0.176470588235294	53.3905433174741	0.15710538718706	0.268018160699788	3.91	2.99128657204163	5.10306577972396	25	144	6.36462867729575e-11
SPAC1142.02c	56	596	25	100	1080	300	0.56	169.425990794118	0.551851851851852	166.960797806373	0.0707295481163245	0.124535955933813	1.01476510067114	0.763879119656304	1.34498832408518	55	101	1
SPAC1142.03c	3	261	207	100	2243	300	0.03	9.07639236397059	0.11636201515827	35.2049101946251	0.00294804172840855	0.0369275790135142	0.257816091954023	0.0661245759682037	0.828285597273124	10	93	1
SPAC1142.04	5	528	11	100	2169	300	0.05	15.1273206066177	0.243430152143845	73.6489191359532	0.00347067813136886	0.023606118971732	0.205397727272727	0.0752790086693905	0.512016720496867	20	85	1
SPAC1142.05	53	666	91	100	969	300	0.53	160.349598430147	0.687306501547988	207.942116078583	0.0595306788908305	0.106115608287379	0.771126126126126	0.576852278452148	1.02826024430471	62	91	1
SPAC1142.06	34	438	30	100	1508	300	0.34	102.865780125	0.290450928381963	87.8748862824739	0.0538604173007959	0.111332331720667	1.17059360730594	0.812215092896002	1.67889156234766	30	104	1
SPAC1142.07c	6	327	16	100	1016	300	0.06	18.1527847279412	0.321850393700787	97.3746818575585	0.00739961431719173	0.0424878914746889	0.186422018348624	0.075180081462668	0.431676977382839	25	81	1
SPAC1142.08	37	584	15	100	2324	300	0.37	111.942172488971	0.251290877796902	76.0271534790423	0.044766404353061	0.0892780211809895	1.47239726027397	1.04037123716514	2.0748212122462	27	110	1
SPAC1142.09	1	0	35	100	3	300	0.01	3.02546412132353	0	0	0.0577765545925511	8.27870929775896	NA	0.00173329663777653	0.248361278932769	0	101	1
SPAC11D3.01c	7	1	3	100	130	300	0.07	21.1782488492647	0.00769230769230769	2.32728009332579	0.875430830113821	151.440954702963	9.1	1.13806007914797	196.873241113852	0	107	1
SPAC11D3.02c	31	217	101	100	450	300	0.31	93.7893877610295	0.482222222222222	145.894603183824	0.0962119901491603	0.210980897465758	0.642857142857143	0.432953955671221	0.949414038595911	42	89	1
SPAC11D3.03c	2	186	42	100	1284	300	0.02	6.05092824264706	0.144859813084112	43.8268167107614	0.00184818559164997	0.043794582829946	0.138064516129032	0.0237307029967856	0.562322443536506	12	90	1
SPAC11D3.04c	1	110	6	100	1836	300	0.01	3.02546412132353	0.0599128540305011	18.1264190275375	0.00047067249092851	0.0598228460629834	0.166909090909091	0.00864154693344745	1.09834745371637	5	96	1
SPAC11D3.05	41	864	5	100	1753	300	0.41	124.044028974265	0.492869366799772	149.115858575216	0.0342294079870833	0.0655412677164082	0.831863425925926	0.600041522013571	1.14893842306864	46	95	1
SPAC11D3.06	4	416	11	100	1521	300	0.04	12.1018564852941	0.273504273504274	82.7477366515838	0.0030645729191735	0.0265958606023297	0.14625	0.0466121541006289	0.404523039761434	22	82	1
SPAC11D3.07c	17	1038	11	100	4030	300	0.17	51.4328900625	0.2575682382134	77.9263463507153	0.00981512595233547	0.0269384722022788	0.660019267822736	0.395549575879119	1.08562042975183	23	94	1
SPAC11D3.08c	16	870	83	100	3214	300	0.16	48.4074259411765	0.270690728064717	81.8965085734746	0.0108310602515442	0.0307402648272284	0.591080459770115	0.348110276484631	0.987992111547121	24	92	1
SPAC11D3.09	0	120	15	100	1729	300	0	0	0.0694042799305957	20.9980158796312	0.000758824990663607	0.0402134580460473	0	0.0131200840885738	0.695290689616158	6	94	1
SPAC11D3.10	3	164	1	100	4126	300	0.03	9.07639236397059	0.0397479398933592	12.0255966043883	0.00467261223572347	0.0590514190035083	0.754756097560976	0.19279198084595	2.43646154808475	3	100	1
SPAC11D3.11c	3	185	12	100	2151	300	0.03	9.07639236397059	0.0860065086006509	26.0209605971573	0.00414736058198782	0.0522717030701393	0.348810810810811	0.0892097261185579	1.1243643330387	8	95	1
SPAC11D3.13	0	70	19	100	920	300	0	0	0.0760869565217391	23.0198357057225	0.00130257172772573	0.069312198904719	0	0.0119836598950768	0.637672229923415	7	93	1
SPAC11D3.14c	22	681	12	100	4308	300	0.22	66.5602106691177	0.158077994428969	47.8259300515628	0.0206028576987021	0.0501685407592807	1.39171806167401	0.887571109660087	2.16126073590981	16	106	1
SPAC11D3.15	67	1413	11	100	3921	300	0.67	202.706096128677	0.360367253251721	109.027819521299	0.0368116265599042	0.0609684500494017	1.8592144373673	1.44338387741384	2.39057292643704	44	123	0.749246451831207
SPAC11D3.16c	22	1042	35	100	945	300	0.22	66.5602106691177	1.1026455026455	333.601440679272	0.0134984914976591	0.0327044872315595	0.199520153550864	0.127560744652878	0.309057404338237	63	59	1
SPAC11D3.17	19	746	37	100	3291	300	0.19	57.4838183051471	0.226678821027043	68.5808640081238	0.0156869824384961	0.0408547441935566	0.838190348525469	0.516258592050906	1.34452963140995	21	98	1
SPAC11D3.18c	6	213	16	100	2031	300	0.06	18.1527847279412	0.104874446085672	31.729387387588	0.0113119909545686	0.0655285149804168	0.572112676056338	0.229746536287288	1.33088413925227	10	96	1
SPAC11D3.19	37	180	1	100	1210	300	0.37	111.942172488971	0.148760330578512	45.0069042841517	0.141950503225336	0.296497496729596	2.48722222222222	1.71760108902656	3.58761971042811	17	120	0.174862410855117
SPAC11E3.01c	31	604	14	100	3812	300	0.31	93.7893877610295	0.158447009443862	47.9375742203414	0.0351392832461046	0.0745389251580721	1.95649006622517	1.33950947734151	2.84142382702571	17	114	1
SPAC11E3.02c	9	541	17	100	3850	300	0.09	27.2291770919118	0.140519480519481	42.5136646658709	0.00807111910745056	0.0330326041869571	0.640480591497227	0.310738085636846	1.27175526119785	13	96	1
SPAC11E3.03	4	65	7	100	987	300	0.04	12.1018564852941	0.0658561296859169	19.9245357533971	0.0190912767814767	0.175514893112383	0.607384615384615	0.188430901833175	1.73233199501922	6	98	1
SPAC11E3.04c	7	198	19	100	714	300	0.07	21.1782488492647	0.277310924369748	83.8994252131736	0.0152737843658444	0.0775407553993992	0.252424242424242	0.109054820372129	0.55364099355171	23	84	1
SPAC11E3.05	10	370	9	100	3997	300	0.1	30.2546412132353	0.0925694270703027	28.0065480332676	0.0136104209683598	0.0519946638214978	1.08027027027027	0.544008526105343	2.07822671294527	9	101	1
SPAC11E3.06	1	46	52	100	1847	300	0.01	3.02546412132353	0.0249052517596102	7.53499456312304	0.00111288064876816	0.145684955633947	0.401521739130435	0.0205549055827479	2.690801130559	2	99	1
SPAC11E3.07	427	721	28	100	1208	300	4.27	1291.87317980515	0.596854304635762	180.5761284333	0.524472831494091	0.668708839027282	7.15417475728155	6.33563180444861	8.07800277544957	196	331	2.6947651625616e-70
SPAC11E3.08c	4	80	2	100	1531	300	0.04	12.1018564852941	0.0522534291312867	15.809087505283	0.0156037808461354	0.141642681814275	0.7655	0.238893884754333	2.16854945857654	5	99	1
SPAC11E3.09	0	115	6	100	1333	300	0	0	0.086271567891973	26.1011533347491	0.000791881329869223	0.0419757012824448	0	0.0105557781271567	0.55953609809499	7	93	1
SPAC11E3.10	6	415	16	100	1069	300	0.06	18.1527847279412	0.38821328344247	117.452536047639	0.00584036319910704	0.0334173321411789	0.15455421686747	0.0624334825984543	0.357231280589203	29	77	1
SPAC11E3.11c	13	547	17	100	3255	300	0.13	39.3310335772059	0.168049155145929	50.8426689512741	0.0131255693793337	0.0421207139729608	0.773583180987203	0.427237283297313	1.37102923981988	16	97	1
SPAC11E3.12	13	134	1	100	2724	300	0.13	39.3310335772059	0.0491923641703377	14.8829732840438	0.0524672353554667	0.175745777168188	2.64268656716418	1.42920749108291	4.78731497006143	5	108	1
SPAC11E3.13c	115	1331	10	100	2103	300	1.15	347.928373952206	0.632905373276272	191.483249904024	0.0710708992930152	0.104957253538437	1.81701728024042	1.49462101213211	2.20725104191333	83	132	0.103188359521105
SPAC11E3.14	24	250	13	100	2681	300	0.24	72.6111389117648	0.093248787765759	28.2120861742217	0.0616538723973464	0.14826592004032	2.57376	1.65294031897286	3.97500931628097	10	114	1
SPAC11E3.15	64	1154	831	100	406	300	0.64	193.629703764706	2.8423645320197	859.947191134817	0.0427516530492611	0.071807307814254	0.225164644714038	0.17357171138	0.291537669725871	121	43	1
SPAC11G7.01	115	1623	129	100	2966	300	1.15	347.928373952206	0.5472016183412	165.553886342147	0.0583674144971287	0.0859507489422962	2.10160197165742	1.73117751398484	2.5492992136285	76	139	0.000583016216938368
SPAC11G7.02	51	776	26	100	2923	300	0.51	154.2986701875	0.265480670543962	80.3202243635669	0.0489721456030414	0.0879650655546584	1.92104381443299	1.4314558159769	2.57121886616267	31	120	1
SPAC11G7.03	14	396	19	100	1164	300	0.14	42.3564976985294	0.34020618556701	102.928160828533	0.0199208815784155	0.0615590133153628	0.411515151515152	0.231879061572756	0.716546914990823	28	86	1
SPAC11G7.04	37	644	388	93	363	300	0.397849462365591	120.367927407495	1.77410468319559	536.749006648032	0.0406355589831353	0.0808794116130847	0.224253656581847	0.15860976248256	0.315690606618815	83	47	1
SPAC11G7.05c	1	175	0	100	1975	296	0.01	3.02546412132353	0.0886075949367089	26.8079099357781	0.000296751141286199	0.0374206976906264	0.112857142857143	0.00586083504040244	0.739058779389872	8	93	1
SPAC11G7.06c	3	74	18	100	2860	300	0.03	9.07639236397059	0.0258741258741259	7.82812395027767	0.0102195802950602	0.132933710232173	1.15945945945946	0.292279996438721	3.80190411264014	2	101	1
SPAC11H11.01	0	59	4	100	1378	300	0	0	0.0428156748911466	12.9537288213417	0.00154634432682249	0.0824350588536129	0	0.021308624823614	1.13595511100279	4	96	1
