dis2ts_3MBPP1_30C_combined_pr_counts	dis2ts_3MBPP1_30C_combinedgb_counts	dis2ts_3MBPP1_30C_combinedterm_counts	dis2ts_3MBPP1_30C_combinedpr_map	dis2ts_3MBPP1_30C_combinedgb_map	dis2ts_3MBPP1_30C_combinedterm_map	dis2ts_3MBPP1_30C_combinedpr_density	dis2ts_3MBPP1_30C_combinedpr_densityRPKM	dis2ts_3MBPP1_30C_combinedgb_density	dis2ts_3MBPP1_30C_combinedgb_densityRPKM	dis2ts_3MBPP1_30C_combinedpause_index_CI_low	dis2ts_3MBPP1_30C_combinedpause_index_CI_high	dis2ts_3MBPP1_30C_combinedpause_index_scaled	dis2ts_3MBPP1_30C_combinedpause_index_CI_low_scaled	dis2ts_3MBPP1_30C_combinedpause_index_CI_high_scaled	dis2ts_3MBPP1_30C_combined_ExpPR	dis2ts_3MBPP1_30C_combined_ExpGB	dis2ts_3MBPP1_30C_combinedFexact_Pval
SPAC11D3.06	9	423	51	100	1521	300	0.09	19.7637008012863	0.27810650887574	61.0712648034488	0.0103057472742872	0.0423205016868556	0.323617021276596	0.156750416041908	0.643694830657073	23	86	1
SPAC11D3.09	0	55	11	100	1729	300	0	0	0.0318102949681897	6.98543502391072	0.0016592631470071	0.0885300344192424	0	0.0286886598117527	1.5306842951087	3	97	1
SPAC11D3.10	0	210	1	100	4126	300	0	0	0.0508967523024721	11.1767576029249	0.000433269501683652	0.0229046666639147	0	0.0178766996394675	0.945046546553122	4	96	1
SPAC11D3.13	0	65	39	100	920	300	0	0	0.0706521739130435	15.5149825130871	0.00140311402199916	0.074718813971507	0	0.0129086490023923	0.687413088537864	6	94	1
SPNCRNA.609	15	340	4	100	4138	300	0.15	32.9395013354772	0.0821652972450459	18.0432261222205	0.0253251982280552	0.0755540010070235	1.82558823529412	1.04795670267692	3.12642456167063	8	107	1
SPNCRNA.147	4	5	10	100	333	300	0.04	8.78386702279392	0.015015015015015	3.29724738092865	0.181238005776631	3.41444135261595	2.664	0.603522559236182	11.3700897042111	1	103	1
SPAC11D3.15	21	611	22	100	3921	300	0.21	46.1153018696681	0.155827595001275	34.2192218243247	0.0216642064256943	0.0539661976553426	1.34764320785597	0.849453533951472	2.11601461006599	16	105	1
SPAC11D3.17	6	293	75	100	3291	300	0.06	13.1758005341909	0.0890306897599514	19.5508434949758	0.00825068117577146	0.0474655869785233	0.673924914675768	0.271529917494639	1.5620924674632	8	98	1
SPNCRNA.611	41	152	77	100	1474	300	0.41	90.0346369836376	0.103120759837178	22.6449760424809	0.188130082762403	0.3855206443509	3.97592105263158	2.77303741991783	5.68257429773226	13	128	2.39255935916043e-06
SPAC5H10.01	6	15	8	100	687	300	0.06	13.1758005341909	0.0218340611353712	4.79468723951633	0.138886946259937	1.09706997565187	2.748	0.954153320805768	7.53687073272832	2	104	1
SPNCRNA.613	5	17	26	100	416	300	0.05	10.9798337784924	0.0408653846153846	8.97390260742167	0.0951238246190914	0.845704712946275	1.22352941176471	0.39571511041542	3.51813160585651	4	101	1
SPAC5H10.03	0	924	284	100	3193	300	0	0	0.289383025367992	63.5475503371561	9.8389785192218e-05	0.00518826358496352	0	0.00314158584118752	0.165661256267885	22	78	1
SPAC5H10.04	56	958	22	100	2498	300	0.56	122.974138319115	0.383506805444356	84.2168195339929	0.0442117077605357	0.0771077837800021	1.46020876826722	1.10440845985818	1.92615243882445	43	113	1
SPAC5H10.07	6	16	12	100	453	300	0.06	13.1758005341909	0.0353200883002208	7.75617397156196	0.131382868523957	1.01767236361504	1.69875	0.595164394413524	4.61005580717615	3	103	1
SPNCRNA.614	14	153	46	100	1475	300	0.14	30.7435345797787	0.103728813559322	22.7785026184317	0.0507689425549672	0.161912839084078	1.34967320261438	0.748841902685767	2.38821437649014	10	104	1
SPAC5H10.10	16	226	47	100	1554	300	0.16	35.1354680911757	0.145431145431145	31.9361960609946	0.0411318037197962	0.120011051069638	1.10017699115044	0.639188229805633	1.86497173362218	14	102	1
SPAC5H10.11	19	145	18	100	1565	300	0.19	41.7233683582711	0.0926517571884984	20.346017864299	0.0787408795421701	0.215602724468506	2.05068965517241	1.23229476483496	3.37418263793212	10	109	1
SPNCRNA.616	5	5	0	100	497	300	0.05	10.9798337784924	0.0100603621730382	2.20922208822785	0.252227351815222	3.96467707726078	4.97	1.25356993852165	19.7044450739861	1	104	1
SPNCRNA.617	16	357	4	100	3975	300	0.16	35.1354680911757	0.089811320754717	19.7222674662731	0.0262135443341582	0.0754487886149258	1.78151260504202	1.04198838728279	2.9990893474433	9	107	1
SPSNORNA.49	10	25	80	100	159	300	0.1	21.9596675569848	0.157232704402516	34.527779177649	0.179758217789162	0.870020723552827	0.636	0.285815566284767	1.38333295044899	14	96	1
SPNCRNA.141	26	172	54	100	604	300	0.26	57.0951356481604	0.28476821192053	62.5341526457183	0.0978216007388042	0.231971105844837	0.913023255813953	0.590842468462377	1.40110547930282	27	99	1
SPAC13G6.03	26	743	77	100	3896	300	0.26	57.0951356481604	0.19070841889117	41.878934791683	0.0231698813776857	0.0524554960411645	1.36333781965007	0.902698578474635	2.04366612576377	20	106	1
SPAC13G6.04	41	67	141	100	505	300	0.41	90.0346369836376	0.132673267326733	29.1346084419402	0.407396260444586	0.917437489176331	3.09029850746269	2.05735111524516	4.63305932034047	16	125	0.00791248087030946
SPAC13G6.08	0	85	35	100	2130	300	0	0	0.039906103286385	8.76324761663712	0.0010721024831893	0.0569495677054597	0	0.022835782891932	1.21302579212629	3	97	1
SPAC13G6.09	13	236	10	100	1572	300	0.13	28.5475678240802	0.150127226463104	32.9674398438194	0.0301478900881409	0.0985527398534258	0.865932203389831	0.473924832185575	1.54924907049585	14	99	1
SPAC13G6.13	1	0	1	100	147	300	0.01	2.19596675569848	0	0	0.0577765545925511	8.27870929775896	NA	0.0849315352510502	12.1697026677057	0	101	1
SPAC13G6.14	47	592	65	100	1272	300	0.47	103.210437517828	0.465408805031447	102.202226365841	0.0582920173081934	0.107806426205285	1.00986486486486	0.74147446016022	1.37129774133122	46	101	1
SPAC24B11.05	29	461	69	100	1489	300	0.29	63.6830359152559	0.309603760913365	67.9879566404969	0.0423977902798947	0.0927543038287632	0.936681127982647	0.631303097267632	1.38111158401028	30	99	1
SPNCRNA.622	28	323	15	100	2388	300	0.28	61.4870691595574	0.135259631490787	29.7025654141796	0.0577340668741093	0.129316983420178	2.07009287925697	1.37868951695373	3.08808956407386	15	113	1
SPNCRNA.142	2	200	76	100	597	300	0.02	4.39193351139696	0.33500837520938	73.5667254840361	0.00171973528566965	0.040701161707785	0.0597	0.0102668196554478	0.242985935395476	25	77	1
SPAC24B11.09	2	1118	103	100	2741	300	0.02	4.39193351139696	0.407880335643926	89.5691657377198	0.000309457451615493	0.00722699876169644	0.0490339892665474	0.00848222874878065	0.198092036058099	29	73	1
SPAC24B11.14	10	25	89	100	596	300	0.1	21.9596675569848	0.0419463087248322	9.21126994839966	0.179758217789162	0.870020723552827	2.384	1.0713589780234	5.18532351237485	4	106	1
SPAC24B11.13	25	1152	211	100	2075	300	0.25	54.899168892462	0.555180722891566	121.915841087453	0.0142849035998752	0.032705484237818	0.450303819444444	0.29641174969741	0.678638797934722	44	81	1
SPNCRNA.625	5	51	1	100	1669	300	0.05	10.9798337784924	0.030557219892151	6.71026390297318	0.0344886857273855	0.255805408920948	1.63627450980392	0.575616164790064	4.26939227489062	3	102	1
SPNCRNA.627	4	63	23	100	761	300	0.04	8.78386702279392	0.0827858081471748	18.1794882534828	0.0196776916573705	0.181294313351474	0.483174603174603	0.14974723351259	1.37964972460472	7	97	1
SPNCRNA.144	3	58	25	100	431	300	0.03	6.58790026709544	0.134570765661253	29.5512927681002	0.0129533878347404	0.170938628828345	0.222931034482759	0.055829101567731	0.736745490250166	12	91	1
SPNCRNA.628	2	58	6	100	1566	300	0.02	4.39193351139696	0.037037037037037	8.13321020629066	0.00582839169848962	0.143495553135204	0.54	0.0912726139983474	2.2471403620973	3	99	1
SPNCRNA.145	2	19	9	100	719	300	0.02	4.39193351139696	0.0264255910987483	5.80297195525328	0.0169524113891639	0.46686156027615	0.756842105263158	0.121887837888088	3.35673461838552	2	100	1
SPAC806.05	3	279	5	100	2921	300	0.03	6.58790026709544	0.0955152345087299	20.9748279643915	0.00275907524586666	0.034527071090317	0.314086021505376	0.0805925879317651	1.00853574654816	8	95	1
SPAC806.07	42	124	153	100	469	300	0.42	92.2306037393361	0.264392324093817	58.0596754171879	0.235006374897562	0.486790933753097	1.58854838709677	1.10217989826957	2.28304947930202	29	113	1
SPNCRNA.630	1	425	7	100	2184	300	0.01	2.19596675569848	0.19459706959707	42.7328695591508	0.000122562751392188	0.015334223132395	0.0513882352941176	0.00267677049040538	0.334899433211506	16	85	1
SPNCRNA.631	10	7	4	100	863	300	0.1	21.9596675569848	0.00811123986095017	1.78120130821429	0.502708675185817	4.14723902250747	12.3285714285714	4.3383758668536	35.7906727642395	0	110	0.0140370236181439
SPAC1F5.11c	17	1819	80	100	11254	300	0.17	37.3314348468741	0.161631419939577	35.4937224863651	0.00561100190661764	0.015343877829171	1.05177570093458	0.63146215457075	1.7268000108949	16	101	1
SPNCRNA.633	5	66	7	100	947	300	0.05	10.9798337784924	0.0696937697993664	15.3045201558711	0.0269213699250231	0.195433755769517	0.717424242424243	0.254945373189969	1.85075766713733	6	99	1
SPAC1F5.09c	2	80	29	100	1569	300	0.02	4.39193351139696	0.0509878903760357	11.1967712208973	0.00425384153375414	0.103145545644734	0.39225	0.0667427736646024	1.61835361116588	4	98	1
SPAC1F5.08c	13	216	108	100	1608	300	0.13	28.5475678240802	0.134328358208955	29.4980608974423	0.0328912128556338	0.107842398526518	0.967777777777778	0.528890702718591	1.73410576830641	13	100	1
SPAC1F5.07c	62	119	28	100	1526	300	0.62	136.149938853306	0.0779816513761468	17.1245113976487	0.378831063129239	0.715672326589782	7.95058823529412	5.78096202335219	10.9211597037601	11	151	4.77854049420548e-21
SPAC1F5.05c	17	101	18	100	731	300	0.17	37.3314348468741	0.138166894664843	30.3409907422088	0.0971736786678443	0.287773943444136	1.23039603960396	0.710339591061942	2.10362752657664	14	103	1
SPAC1F5.04c	19	1141	60	100	5667	300	0.19	41.7233683582711	0.201341097582495	44.2138356847003	0.0102780776889921	0.0266533601329479	0.943672217353199	0.582458662635182	1.51044591873416	19	100	1
SPAC1F5.03c	18	606	33	100	1926	300	0.18	39.5274016025726	0.314641744548287	69.094281098301	0.0180181795959098	0.0483291252193998	0.572079207920792	0.347030139017224	0.93081895172564	28	90	1
SPNCRNA.148	0	0	2	100	18	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.635	1	8	1	100	506	300	0.01	2.19596675569848	0.0158102766798419	3.47188419873277	0.00586171689225921	0.973546520057376	0.6325	0.0296602874748316	4.92614539149032	1	100	1
SPAC18B11.09c	5	167	50	100	960	300	0.05	10.9798337784924	0.173958333333333	38.2006716876714	0.0108676702692185	0.075434799097476	0.287425149700599	0.104329634584498	0.724174071335769	15	90	1
SPAC18B11.08c	45	109	126	100	553	300	0.45	98.8185040064315	0.197106690777577	43.2839740273299	0.287327930321808	0.591807056018838	2.28302752293578	1.5889234546796	3.27269301978417	23	122	0.561612347146598
SPAC18B11.07c	95	441	119	100	957	300	0.95	208.616841791355	0.460815047021944	101.193452378582	0.171482273200628	0.270361076043557	2.06156462585034	1.64108535453001	2.58735549773684	61	134	0.0157963414313074
SPAC18B11.03c	17	235	99	100	1723	300	0.17	37.3314348468741	0.136390017411492	29.9507944044772	0.0427478518931238	0.120727725260689	1.24642553191489	0.736545488118522	2.08013870624167	14	103	1
SPAC18B11.02c	57	300	70	100	1187	300	0.57	125.170105074813	0.25273799494524	55.5004234801637	0.141639977141539	0.254345379729516	2.2553	1.68126652867007	3.01907965738935	31	126	0.0489421937190261
SPAC12G12.16c	43	103	37	100	1991	300	0.43	94.4265704950346	0.0517327975891512	11.3603503685054	0.287862427726389	0.603946182638477	8.31194174757282	5.73134093603241	12.0245684963321	7	136	6.09150761293602e-16
SPNCRNA.637	17	30	12	100	1253	300	0.17	37.3314348468741	0.0239425379090184	5.25770172952549	0.299774173548354	1.0627882019689	7.10033333333333	3.75617039456088	13.3167361706704	2	115	0.000328242418224886
SPAC12G12.14c	4	187	147	100	1844	300	0.04	8.78386702279392	0.101409978308026	22.2692941060529	0.00677535837895607	0.0595804479608202	0.394438502673797	0.12493760850795	1.09866346039752	9	95	1
SPAC12G12.13c	22	762	126	100	2129	300	0.22	48.3112686253665	0.357914513856271	78.5968373810353	0.0184267969848822	0.0448007804105424	0.614671916010499	0.392306507808143	0.953808614940447	32	90	1
SPAC12G12.11c	5	136	26	100	1362	300	0.05	10.9798337784924	0.0998531571218796	21.9274213491184	0.0133022918870994	0.0929578516140538	0.500735294117647	0.181177215502293	1.26608593898341	9	96	1
SPAC12G12.17	2	39	23	100	508	300	0.02	4.39193351139696	0.0767716535433071	16.8587998961104	0.00856708747598605	0.216666289482467	0.26051282051282	0.0435208043780091	1.10066475057093	7	95	1
SPAC12G12.07c	37	323	65	100	1327	300	0.37	81.2507699608437	0.243406179351922	53.4511877988401	0.0802613907567355	0.162806053254495	1.52009287925697	1.06506865534188	2.16043632668715	26	111	1
SPAC12G12.06c	23	291	198	100	1638	300	0.23	50.507235381065	0.177655677655678	39.0125962092953	0.0504308761627124	0.122788391774397	1.29463917525773	0.826057751545229	2.01127385726463	18	105	1
SPAC12G12.05c	77	173	5	100	1251	300	0.77	169.089440188783	0.138289368505196	30.3678855903946	0.337201920797307	0.586905335330825	5.56803468208093	4.21839602917431	7.34218574498862	21	156	8.01530244317162e-18
SPNCRNA.639	2	5	3	100	1545	300	0.02	4.39193351139696	0.00323624595469256	0.710668852976854	0.0538788235081954	2.30512923539502	6.18	0.832427823201618	35.614246686853	0	102	1
SPNCRNA.640	2	10	2	100	565	300	0.02	4.39193351139696	0.0176991150442478	3.88666682424509	0.0303002114505232	0.965353981350509	1.13	0.171196194695456	5.45424999463038	1	101	1
SPAC12G12.01c	9	540	61	100	3100	300	0.09	19.7637008012863	0.174193548387097	38.2523241315219	0.00808597761683972	0.0330941559573248	0.516666666666667	0.250665306122031	1.02591883467707	16	93	1
SPAC630.03	13	541	181	100	1646	300	0.13	28.5475678240802	0.328675577156744	72.1760640846219	0.0132701191740003	0.0425912595858368	0.395526802218115	0.218426161604045	0.701052132782873	27	86	1
SPAC630.05	23	480	47	100	2562	300	0.23	50.507235381065	0.187353629976581	41.1422342988005	0.0307770635825931	0.0739365617792314	1.227625	0.788508368986036	1.89425471278391	19	104	1
SPNCRNA.641	0	7	9	100	428	300	0	0	0.0163551401869159	3.59153441352555	0.0134151780994594	0.782741335671289	0	0.0574169622656864	3.35013291667312	1	99	1
SPAC630.15	2	49	11	100	2081	300	0.02	4.39193351139696	0.023546371936569	5.1707049990017	0.00686844659684507	0.170826937731834	0.849387755102041	0.142932373680346	3.55490857419947	2	100	1
SPAC630.10	580	52	28	100	1094	300	5.8	1273.66071830512	0.0475319926873857	10.4378675773602	8.32943196392056	14.9741330484299	122.023076923077	91.1239856852909	163.817015549823	30	650	4.35889666443028e-294
SPAC630.11	15	45	65	100	944	300	0.15	32.9395013354772	0.0476694915254237	10.4680618650881	0.177933614382943	0.616101910855215	3.14666666666667	1.67969331977498	5.81600203847323	5	110	1
SPAC630.12	33	192	46	100	1506	300	0.33	72.4669029380498	0.127490039840637	27.9963889172714	0.11666598499026	0.252002537788909	2.5884375	1.75698973395331	3.79515821910098	15	118	0.171564862473921
SPAC1751.04	0	487	114	100	1652	300	0	0	0.294794188861985	64.7358238514019	0.000186718254715874	0.00985251839785334	0	0.00308458556790624	0.162763603932537	22	78	1
SPAC1751.03	139	636	78	100	1374	300	1.39	305.239379042089	0.462882096069869	101.647369477746	0.181114368165315	0.263593089503314	3.00292452830189	2.48851141859143	3.62176904977553	75	164	1.20923699366383e-11
SPAC31A2.02	15	79	60	100	783	300	0.15	32.9395013354772	0.100893997445722	22.1559864240332	0.104953761864998	0.338235870192003	1.48670886075949	0.821787955402933	2.64838686360339	10	105	1
SPAC31A2.03	35	204	45	100	898	300	0.35	76.8588364494468	0.2271714922049	49.8861044724376	0.117841131916002	0.248701514567836	1.5406862745098	1.0582133646057	2.23333960081916	24	111	1
SPAC31A2.06	13	484	1	100	4811	257	0.13	28.5475678240802	0.100602785283725	22.0920372013732	0.0148206930905859	0.0476480027358602	1.29221074380165	0.713023544588088	2.29234541162223	10	103	1
SPAC31A2.08	6	80	47	100	777	300	0.06	13.1758005341909	0.102960102960103	22.6096963263679	0.0295256868882607	0.178300942468825	0.58275	0.229414587121785	1.38539832298277	9	97	1
SPAC31A2.10	2	82	18	100	1783	300	0.02	4.39193351139696	0.0459899046550757	10.0992301720289	0.00415187490199961	0.100574264254526	0.434878048780488	0.0740279295026531	1.79323913165819	4	98	1
SPAC31A2.12	17	658	209	100	2450	300	0.17	37.3314348468741	0.268571428571429	58.9773928673306	0.0154462362407581	0.0426010294533612	0.632978723404255	0.378432787898572	1.04372522160735	24	93	1
SPAC31A2.14	46	661	76	100	3306	300	0.46	101.01447076213	0.199939503932244	43.9060503786054	0.0509928045497739	0.0946791717299255	2.30069591527988	1.68582211841553	3.13009341739134	24	122	0.0769902539436136
SPAC31A2.16	11	368	23	100	3850	300	0.11	24.1556343126833	0.0955844155844156	20.9900198986244	0.0155725000252712	0.0558237846629327	1.1508152173913	0.599541250972943	2.14921570952291	9	102	1
SPAC13C5.02	81	339	64	100	1441	300	0.81	177.873307211577	0.235253296321999	51.6608417891592	0.186077076962319	0.306458153795823	3.44309734513274	2.68137067902702	4.41606199619781	34	147	6.70737399926072e-10
SPAC13C5.03	20	248	164	100	2441	300	0.2	43.9193351139696	0.101597705858255	22.310518451996	0.0496889539672786	0.129476593020844	1.96854838709677	1.21290736634127	3.16052363563881	11	109	1
SPAC13C5.04	63	325	265	100	743	300	0.63	138.345905609004	0.437415881561238	96.0550734323022	0.146599406484334	0.255866153832862	1.44027692307692	1.0892335901786	1.90108552297816	49	114	1
SPNCRNA.05	1	0	2	100	539	300	0.01	2.19596675569848	0	0	0.0577765545925511	8.27870929775896	NA	0.311415629253851	44.6222431149208	0	101	1
SPAC13C5.07	0	1767	156	100	4610	300	0	0	0.383297180043384	84.1707864928245	5.1444103225703e-05	0.00271177920286959	0	0.00237157315870491	0.125013021252288	27	73	1
SPAC23E2.01	35	1253	208	100	3301	300	0.35	76.8588364494468	0.379581944865192	83.3549331987335	0.0196556430095495	0.0395057331576221	0.922067039106145	0.648832775745227	1.3040842515331	37	98	1
SPAC23E2.02	16	506	68	100	3817	300	0.16	35.1354680911757	0.132564841498559	29.1107984905274	0.0185581562515938	0.0530431398820151	1.20695652173913	0.708364824123334	2.02465664929652	13	103	1
SPNCRNA.650	0	19	9	100	1924	300	0	0	0.00987525987525988	2.16857423899538	0.00484054272324269	0.264551414760663	0	0.0931320419951894	5.08996921999516	0	100	1
SPRRNA.11	2	0	1	47	4	300	0.0425531914893617	9.34453938595097	0	0	0.246676758328458	19.4460633145857	NA	0.0209937666662517	1.65498411187964	0	49	1
SPNCRNA.651	0	19	29	100	759	300	0	0	0.0250329380764163	5.49714998132689	0.00484054272324269	0.264551414760663	0	0.036739719269412	2.00794523803344	2	98	1
SPAC24H6.12c	5	125	26	100	1684	300	0.05	10.9798337784924	0.0742280285035629	16.3002282934863	0.0144510532424012	0.101307676109515	0.6736	0.243355736602036	1.70602126568423	7	98	1
SPAC24H6.11c	4	850	217	100	4261	300	0.04	8.78386702279392	0.199483689274818	43.8059549951586	0.00150373573078481	0.0129783259219708	0.200517647058824	0.0640741794887408	0.553006467535175	17	87	1
SPAC24H6.10c	112	383	56	100	992	300	1.12	245.94827663823	0.386088709677419	84.7837971202134	0.235556636928504	0.362783883349782	2.90088772845953	2.33672183833076	3.59881612282984	59	153	9.28018474374863e-09
SPNCRNA.653	1	42	4	100	1202	300	0.01	2.19596675569848	0.0349417637271215	7.67309515302297	0.00121663271361786	0.160036851469115	0.286190476190476	0.0146239252176866	1.92364295465876	3	98	1
SPNCRNA.551	1	19	4	100	427	300	0.01	2.19596675569848	0.0444964871194379	9.77128064596513	0.00262241420563744	0.368819983318377	0.224736842105263	0.0111977086580719	1.57486132876947	4	97	1
SPAC24H6.02c	3	46	12	100	943	300	0.03	6.58790026709544	0.0487804878048781	10.7120329546267	0.0162045937853622	0.21757191633012	0.615	0.152809319395966	2.05170317099303	4	99	1
SPAC24H6.01c	9	137	79	100	2002	300	0.09	19.7637008012863	0.0684315684315684	15.027344931603	0.0313313934536396	0.132829358942672	1.31518248175182	0.627254496941865	2.65924376603229	6	103	1
SPAPB21F2.02	37	1406	213	100	5340	300	0.37	81.2507699608437	0.263295880149813	57.818899972136	0.0187102327077775	0.0368496328758664	1.40526315789474	0.999126426595319	1.96777039557127	28	109	1
SPAPB21F2.03	27	118	99	100	758	300	0.27	59.2911024038589	0.155672823218997	34.1852344554644	0.147212403056996	0.353458868640883	1.73440677966102	1.11587001517203	2.67921822429789	17	110	1
SPNCRNA.655	38	322	30	100	2648	300	0.38	83.4467367165422	0.121601208459215	26.7032211229196	0.0830486446646189	0.167023514263157	3.12496894409938	2.19912811071911	4.42278265768841	14	124	0.000755054513836944
SPNCRNA.656	10	16	38	100	301	300	0.1	21.9596675569848	0.053156146179402	11.6729129871015	0.264344898804569	1.45521778862047	1.88125	0.795678145401753	4.38020554374761	5	105	1
SPAC227.04	12	88	71	100	726	300	0.12	26.3516010683817	0.121212121212121	26.6177788569513	0.0709522224822169	0.256245398994886	0.99	0.515113135220895	1.86034159670287	12	100	1
SPAC227.05	35	32	93	100	247	300	0.35	76.8588364494468	0.129554655870445	28.4497717337455	0.660391952192274	1.81268773903037	2.7015625	1.63116812191492	4.47733871540502	15	120	1
SPAC227.06	74	146	65	100	873	300	0.74	162.501539921687	0.167239404352806	36.7252172201578	0.379467653709059	0.67634359539078	4.42479452054795	3.31275261688009	5.90447958776151	24	150	3.07048387741467e-12
SPNCRNA.657	12	55	5	100	607	300	0.12	26.3516010683817	0.0906095551894563	19.8975570944673	0.110930999953199	0.420167366716649	1.32436363636364	0.673351169715917	2.55041591597006	9	103	1
SPAC227.09	23	142	21	100	2018	300	0.23	50.507235381065	0.0703666997026759	15.4522933255294	0.101584340768073	0.256122257850604	3.26859154929577	2.04997199669971	5.16854716342519	8	115	0.0776181167727454
